PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Agonist Activity,Agonist Potency (uM),Agonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source,OPENADMET_CANONICAL_SMILES,INCHIKEY
67,144209719.0,2724411.0,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.C(=O)(C(=O)O)O.C(=O)(C(=O)[O-])O.C(=O)(C(=O)[O-])O,Active,59.0,,,active agonist,active agonist,0.968854161,113.3219357,active antagonist,1.42208,-99.4674,Sensient,CN(C)C1=CC=C(C(=C2C=CC(=[N+](C)C)C=C2)C2=CC=CC=C2)C=C1,VFCNQNZNPKRXIT-UHFFFAOYSA-N
68,170466561.0,4497.0,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,Active,59.0,,,active agonist,active agonist,1.439684765,127.8210277,inactive,,0,SigmaAldrich,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1C1=CC=CC([N+](=O)[O-])=C1,SVMHYHIZWOJKDL-UHFFFAOYSA-N
69,170465575.0,71386.0,CCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(CC(=O)[C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)C)C)C(=O)CCl,Active,59.0,,,active agonist,active agonist,2.764399094,147.9091991,inactive,,0,SIGMA,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,HUYVOKGTJJWNAG-AVVSTMBFSA-N
70,170465867.0,5282138.0,CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/C2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC,Active,59.0,,,active agonist,active agonist,6.943856576,203.681643,active antagonist,29.8493,-47.0285,Prestwick,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC/C=C/C2=CC=CC=C2)C1C1=CC=CC([N+](=O)[O-])=C1,BYAAPSQQRDMOAQ-DHZHZOJOSA-N
71,144210547.0,9882837.0,C1C2C(C3=C1C=C(C=C3)Cl)(N=C(S2)C4=CC=CC=C4)O,Active,59.0,,,active agonist,active agonist,16.58027548,293.6924895,inconclusive antagonist,54.4827,-58.4159,Pharma,OC12N=C(C3=CC=CC=C3)SC1CC1=CC(Cl)=CC=C12,RUBKYBIDEVUTQU-UHFFFAOYSA-N
72,144211774.0,18980.0,C1=CC=C2C(=C1)C(=NC2=N)N,Active,59.0,,,active agonist,active agonist,24.33651622,368.1299702,active antagonist,20.8733,-71.0477,LightBiologicals,N=C1N=C(N)C2=CC=CC=C12,RZVCEPSDYHAHLX-UHFFFAOYSA-N
73,144211703.0,91593.0,C1C(O1)CN(CC2CO2)C3=CC=C(C=C3)CC4=CC=C(C=C4)N(CC5CO5)CC6CO6,Active,59.0,,,active agonist,active agonist,34.37624287,492.7979211,active antagonist,56.6142,-88.8584,SIGMA,C1=CC(N(CC2CO2)CC2CO2)=CC=C1CC1=CC=C(N(CC2CO2)CC2CO2)C=C1,FAUAZXVRLVIARB-UHFFFAOYSA-N
74,170466457.0,71750.0,C1C2=C(C=CC(=C2)N)N=C3N1C(=O)C4=CC=CC=C43,Active,58.0,,,active agonist,active agonist,0.11577365,74.02084907,active agonist,12.99,69.862,GVK,NC1=CC=C2N=C3C4=CC=CC=C4C(=O)N3CC2=C1,SRIOCKJKFXAKHK-UHFFFAOYSA-N
75,144207253.0,6537495.0,CC(=O)[O-].CC(=O)[O-].O.O.[Cd+2],Active,58.0,,,active agonist,active agonist,0.145670494,78.30216066,active antagonist,3.65908,-114.755,Spectrum Chemical,[Cd+2],WLZRMCYVCSSEQC-UHFFFAOYSA-N
76,144212112.0,16683072.0,CCCC[Sn](CCCC)(CCCC)OC(=O)C=C,Active,58.0,,,active agonist,active agonist,0.524314347,95.20824479,active antagonist,0.863492,-95.9369,Sigma DiscoveryCPR,CCC[CH2][Sn+]([CH2]CCC)[CH2]CCC,LSKGFBJLYWXIOF-UHFFFAOYSA-N
77,144211139.0,91776.0,CC(C)CC1=C(C(=NC(=C1C(=O)OC)C(F)F)C(F)(F)F)C2=NCCS2,Active,58.0,,,active agonist,active agonist,0.897273982,108.2811594,inactive,,0,Chemservice,COC(=O)C1=C(C(F)F)N=C(C(F)(F)F)C(C2=NCCS2)=C1CC(C)C,YIJZJEYQBAAWRJ-UHFFFAOYSA-N
78,144209672.0,31426.0,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)[N+](=O)[O-],Active,58.0,,,active agonist,active agonist,1.625873835,119.1031552,active antagonist,4.08401,-78.1231,SIGMA,CC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1[N+](=O)[O-],FYXKXZFTZBYYNP-UHFFFAOYSA-N
79,144206432.0,65494.0,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Active,58.0,,,active agonist,active agonist,2.945438098,140.4222838,active antagonist,54.4273,-71.7301,RTI,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,GGCSSNBKKAUURC-UHFFFAOYSA-N
80,170465580.0,5311217.0,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C,Active,58.0,,,active agonist,active agonist,3.904817509,155.4378084,active antagonist,32.2305,-83.7438,Sequoia,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1C1=CC=CC=C1/C=C/C(=O)OC(C)(C)C,BGYJFSXPRMOZJK-CCEZHUSRSA-N
81,144211463.0,11826859.0,CC(C)(C(=O)OCC=C)OC(=O)C1=C(C=CC(=C1)N2C(=O)C=C(N(C2=O)C)C(F)(F)F)Cl,Active,58.0,,,active agonist,active agonist,3.93065865,151.4732685,inactive,,0,SIGMA,C=CCOC(=O)C(C)(C)OC(=O)C1=CC(N2C(=O)C=C(C(F)(F)F)N(C)C2=O)=CC=C1Cl,JEDYYFXHPAIBGR-UHFFFAOYSA-N
82,144209022.0,27189.0,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21,Active,58.0,,,active agonist,active agonist,4.362944907,162.0688401,inconclusive antagonist,65.2799,-43.6237,SigmaAldrich,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C12,WXZVAROIGSFCFJ-UHFFFAOYSA-N
83,144211011.0,34469.0,CCCN(CCC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],Active,58.0,,,active agonist,active agonist,4.658703694,167.5441404,active antagonist,52.2715,-119.629,Chemservice,CCCN(CCC)C1=C([N+](=O)[O-])C=C(C(F)(F)F)C(N)=C1[N+](=O)[O-],RSVPPPHXAASNOL-UHFFFAOYSA-N
84,144209196.0,1318.0,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,Active,58.0,,,active agonist,active agonist,5.091958929,167.9249186,active antagonist,1.39149,-44.9957,SIGMA,C1=CN=C2C(=C1)C=CC1=CC=CN=C12,DGEZNRSVGBDHLK-UHFFFAOYSA-N
85,144210937.0,1345.0,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,Active,58.0,,,active agonist,active agonist,5.584792979,178.1322242,active antagonist,41.0841,-38.2449,SIGMA,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(C2=CC=CC=C2Cl)=N1,RAVIZVQZGXBOQO-UHFFFAOYSA-N
86,144208977.0,6505.0,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,Active,58.0,,,active agonist,active agonist,8.086503521,195.448728,inactive,,0,SIGMA,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,QZCLKYGREBVARF-UHFFFAOYSA-N
87,144206849.0,34051.0,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=C(CCC3)C=C2,Active,58.0,,,active agonist,active agonist,8.095942388,200.6708167,inactive,,0,Pharmaron,CC1=CC=CC(N(C)C(=S)OC2=CC=C3CCCC3=C2)=C1,ANJNOJFLVNXCHT-UHFFFAOYSA-N
88,144212390.0,14385.0,C1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)Cl)Cl)O)Cl)Cl,Active,58.0,,,active agonist,active agonist,31.83648228,440.462244,active antagonist,4.00798,-60.7366,Acros,O=C(NC1=CC=C(Cl)C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1O,SJQBHPJLLIJASD-UHFFFAOYSA-N
89,170465220.0,134018.0,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,Active,57.0,,,active agonist,active agonist,0.072155162,66.25039018,inactive,,0,Tocris,CC1=C(C(=O)O)SC(C2=CC=C(OCC(C)C)C(C#N)=C2)=N1,BQSJTQLCZDPROO-UHFFFAOYSA-N
90,144210118.0,135408753.0,C1=CC=C2C(=C1)C(=O)NC=N2,Active,57.0,,,active agonist,active agonist,0.316062501,84.67166792,inactive,,0,SIGMA,O=C1NC=NC2=CC=CC=C12,QMNUDYFKZYBWQX-UHFFFAOYSA-N
91,144208824.0,15096.0,CCCC[Sn](CCCC)(CCCC)Cl,Active,57.0,,,active agonist,active agonist,0.357937861,85.95156352,active antagonist,0.437953,-101.479,SigmaAldrich,CCC[CH2][Sn]([Cl])([CH2]CCC)[CH2]CCC,GCTFWCDSFPMHHS-UHFFFAOYSA-M
92,144212639.0,299728.0,C1=CC=C(C=C1)[Bi](C2=CC=CC=C2)(C3=CC=CC=C3)(Cl)Cl,Active,57.0,,,active agonist,active agonist,0.430131963,85.53859815,active antagonist,1.92133,-104.9,TCI,[Cl][Bi]([Cl])([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1,QWMMHFXTVYRMTO-UHFFFAOYSA-L
93,251919755.0,12540.0,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)(C3=CC=CC=C3)Cl,Active,57.0,,,active agonist,active agonist,0.460903204,88.72339942,active antagonist,0.70298,-95.7195,Sigma Chemical Company,[Cl][Sn]([C]1=CC=CC=C1)([C]1=CC=CC=C1)[C]1=CC=CC=C1,NJVOZLGKTAPUTQ-UHFFFAOYSA-M
94,144211896.0,91778.0,CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl,Active,57.0,,,active agonist,active agonist,0.83098224,97.7826717,active antagonist,0.385708,-62.6855,LightBiologicals,CCOCN1C(C2=CC=C(Cl)C=C2)=C(C#N)C(Br)=C1C(F)(F)F,CWFOCCVIPCEQCK-UHFFFAOYSA-N
95,251919761.0,183559.0,C1=CC(=CC=C1C2=C(C(=C(N2)C(F)(F)F)Br)C#N)Cl,Active,57.0,,,active agonist,active agonist,1.267433188,110.1004679,active antagonist,0.635221,-58.5067,Sigma Chemical Company,N#CC1=C(C2=CC=C(Cl)C=C2)NC(C(F)(F)F)=C1Br,XNFIRYXKTXAHAC-UHFFFAOYSA-N
96,144208903.0,9787.0,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Active,57.0,,,active agonist,active agonist,2.016920174,125.0238888,active antagonist,32.2613,-78.6253,SIGMA,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](CC4=CC=CC=C4)N3C2=O)C=C2C3=CC=CC4=C3C(=CN4)C[C@H]21,XCGSFFUVFURLIX-VFGNJEKYSA-N
97,170465997.0,3747.0,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,Active,57.0,,,active agonist,active agonist,3.34914596,138.8039376,inactive,,0,Sequoia,CC(C)OC1=CC=C2C(=O)C(C3=CC=CC=C3)=COC2=C1,SFBODOKJTYAUCM-UHFFFAOYSA-N
98,144210985.0,29732.0,CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,Active,57.0,,,active agonist,active agonist,3.437624287,137.1439772,active antagonist,68.5896,-47.6262,SIGMA,CC(C)OC1=CC(N2N=C(C(C)(C)C)OC2=O)=C(Cl)C=C1Cl,CHNUNORXWHYHNE-UHFFFAOYSA-N
99,170465180.0,5311.0,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,Active,57.0,,,active agonist,active agonist,7.215516248,182.406098,active antagonist,4.73079,-62.995,"Prestwick Chemical, Inc.",O=C(CCCCCCC(O)=NO)NC1=CC=CC=C1,WAEXFXRVDQXREF-UHFFFAOYSA-N
100,144210147.0,7018.0,C1C2=CC=CC=C2C(=O)C3=CC=CC=C31,Active,57.0,,,active agonist,active agonist,8.696427146,198.7631373,inactive,,0,SIGMA,O=C1C2=CC=CC=C2CC2=CC=CC=C12,RJGDLRCDCYRQOQ-UHFFFAOYSA-N
101,144213825.0,86287525.0,CC1=C2C(=NN1)NC3=C(C=C(C=C3)[N+](=O)[O-])C(=N2)C4=CC=CC=C4Cl,Active,57.0,,,active agonist,active agonist,15.35530365,247.5648364,active antagonist,14.3716,-92.6336,Roche,CC1=C2N=C(C3=CC=CC=C3Cl)C3=CC([N+](=O)[O-])=CC=C3NC2=NN1,UVLBAPBHAHFJSY-UHFFFAOYSA-N
102,170466473.0,65620.0,CC1=NC2=C(C=C1)C(=CC(=C2O)Br)Br,Active,57.0,,,active agonist,active agonist,16.15352875,261.7326585,inactive,,0,SIGMA,CC1=CC=C2C(Br)=CC(Br)=C(O)C2=N1,BNACJQWJZKPAPV-UHFFFAOYSA-N
103,170466451.0,6063342.0,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OC)OC,Active,57.0,,,active agonist,active agonist,29.84929478,396.9980685,inactive,,0,Enamine,COC1=CC=C(/C=C/C(=O)C2=CC=C(OC)C=C2OC)C=C1,HVAKUYCEWDPRCA-IZZDOVSWSA-N
104,170465669.0,2194.0,COC1=CC=C(C=C1)C2=CC(=S)SS2,Active,57.0,,,active agonist,active agonist,29.84929478,392.6772241,inactive,,0,Prestwick,COC1=CC=C(C2=CC(=S)SS2)C=C1,KYLIZBIRMBGUOP-UHFFFAOYSA-N
105,144213522.0,26041.0,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],Active,56.0,,,active agonist,active agonist,0.057303224,61.12319647,active antagonist,0.0735468,-92.9871,LightBiologicals,ON1C=CC=CC1=S,YBBJKCMMCRQZMA-UHFFFAOYSA-N
106,144211853.0,75444.0,CC[NH+]=C1C=CC(=C(C2=CC=C(C=C2)N(CC)CC)C3=CC=C(C=C3)N(CC)CC)C4=CC=CC=C14.[Cl-],Active,56.0,,,active agonist,active agonist,0.232774311,75.62955187,active antagonist,1.16664,-113.957,LightBiologicals,CCN=C1C=CC(=C(C2=CC=C(N(CC)CC)C=C2)C2=CC=C(N(CC)CC)C=C2)C2=CC=CC=C12,ALMMLSQBERCMRB-UHFFFAOYSA-N
107,144212551.0,6857648.0,[C-]#N.[C-]#N.[K+].[Au+],Active,56.0,,,active agonist,active agonist,0.306378587,79.151803,active antagonist,1.5956,-100.407,LightBiologicals,C#N,LELOWRISYMNNSU-UHFFFAOYSA-N
108,144213707.0,16682834.0,CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,Active,56.0,,,active agonist,active agonist,0.611305649,89.93089511,active antagonist,0.839793,-99.3062,SIGMA,CCC[CH2][Sn+]([CH2]CCC)[CH2]CCC,LSKGFBJLYWXIOF-UHFFFAOYSA-N
109,144213339.0,5934.0,CC1=CC(=CC=C1)N=NC2=CC=C(C=C2)N(C)C,Active,56.0,,,active agonist,active agonist,1.535530365,104.0263749,inconclusive antagonist,43.9672,-46.3721,Sigma DiscoveryCPR,CC1=CC=CC(N=NC2=CC=C(N(C)C)C=C2)=C1,LVTFSVIRYMXRSR-UHFFFAOYSA-N
110,170466778.0,6252910.0,C1=C(OC(=C1)[N+](=O)[O-])/C=C/C(=NN=C(N)N)/C=C/C2=CC=C(O2)[N+](=O)[O-],Active,56.0,,,active agonist,active agonist,1.678549199,109.4311423,active antagonist,3.22305,-109.621,Timtec,N=C(N)N=NC(=CCC1=CC=C([N+](=O)[O-])O1)/C=C/C1=CC=C([N+](=O)[O-])O1,ACWULZXSKCGCFQ-BNXSEQAFSA-N
111,144207438.0,10474.0,[C-]#N.[C-]#N.[K+].[Ag+],Active,56.0,,,active agonist,active agonist,2.087333013,113.4316524,active antagonist,5.66142,-94.3973,SigmaAldrich,C#N,LELOWRISYMNNSU-UHFFFAOYSA-N
112,144210545.0,9865233.0,CC(C)(C1=NC2=NC=C(N2N=C1)C3=CC(=C(C=C3)F)C4=C(C=CC=C4F)C#N)O,Active,56.0,,,active agonist,active agonist,2.627796573,125.8727917,inconclusive antagonist,,,Pharma,CC(C)(O)C1=NC2=NC=C(C3=CC=C(F)C(C4=C(F)C=CC=C4C#N)=C3)N2N=C1,PCZLQMGFNUNVOM-UHFFFAOYSA-N
113,144207147.0,656667.0,CC1=C([C@H](C(=C(N1)C)C(=O)O[C@@H]2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl,Active,56.0,,,active agonist,active agonist,4.216324956,140.8721375,inconclusive antagonist,29.8493,-57.9163,Toronto Research,COC(=O)C1=C(C)N=C(C)C(C(=O)O[C@@H]2CCCN(CC3=CC=CC=C3)C2)[C@@H]1C1=CC=CC([N+](=O)[O-])=C1,JEEWYTNVHFSNBZ-UVAYFRITSA-N
114,144213674.0,6928.0,CCC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)CC)C(C)(C)C)O,Active,56.0,,,active agonist,active agonist,4.327712571,138.4694903,active antagonist,33.4328,-88.3773,TCI,CCC1=CC(CC2=CC(CC)=CC(C(C)(C)C)=C2O)=C(O)C(C(C)(C)C)=C1,GPNYZBKIGXGYNU-UHFFFAOYSA-N
115,144213499.0,9787.0,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Active,56.0,,,active agonist,active agonist,4.878609701,152.8447581,active antagonist,22.6445,-51.3189,LightBiologicals,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](CC4=CC=CC=C4)N3C2=O)C=C2C3=CC=CC4=C3C(=CN4)C[C@H]21,XCGSFFUVFURLIX-VFGNJEKYSA-N
116,170466057.0,3936.0,CN(C1=NC(=CC=C1)OC)C(=S)OC2=CC3=C(CCCC3)C=C2,Active,56.0,,,active agonist,active agonist,5.10819431,148.0936389,inactive,,0,Sequoia,COC1=CC=CC(N(C)C(=S)OC2=CC=C3CCCCC3=C2)=N1,VPHPQNGOVQYUMG-UHFFFAOYSA-N
117,144209505.0,24502.0,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+],Active,56.0,,,active agonist,active agonist,7.618770508,172.2071706,active antagonist,8.91624,-59.0588,SIGMA,[Cr+7],DFJWYKPCYBFACH-UHFFFAOYSA-N
118,170466118.0,3060974.0,CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C.Cl,Active,56.0,,,active agonist,active agonist,11.43582258,204.1448346,inactive,,0,Tocris,COC1=CC2=C(C=C1OC)C1=CC(=NC3=C(C)C=C(C)C=C3C)N(C)C(=O)N1CC2,MCMSJVMUSBZUCN-UHFFFAOYSA-N
119,170465866.0,5506.0,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=C(C=C2)C4CCC3C4,Active,56.0,,,active agonist,active agonist,12.83120398,223.526764,inactive,,0,GVK,CC1=CC=CC(N(C)C(=S)OC2=CC=C3C(=C2)C2CCC3C2)=C1,CANCCLAKQQHLNK-UHFFFAOYSA-N
120,144211954.0,14869.0,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,56.0,,,active agonist,active agonist,14.77718607,232.3068897,active antagonist,10.8707,-64.6612,SIGMA,O=C(NC1=CC=CC=C1)C1=CC(Cl)=CC=C1O,KGYNGVVNFRUOOZ-UHFFFAOYSA-N
121,144208583.0,136122621.0,C[C@H]1/C=C\C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)\C,Active,56.0,,,active agonist,active agonist,19.42951769,265.6477159,active antagonist,29.8979,-108.667,SIGMA,CO[C@H]1C=CO[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(/C=N/N1CCN(C)CC1)=C(O)C4=C3C2=O,JQXXHWHPUNPDRT-CHTVYFSYSA-N
122,144213211.0,11933.0,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl,Active,56.0,,,active agonist,active agonist,20.87333013,294.1067683,active antagonist,54.4827,-100.521,SIGMA,NC1=CC=C(C2=CC=C(N)C(Cl)=C2)C=C1Cl,HUWXDEQWWKGHRV-UHFFFAOYSA-N
123,144210961.0,9839306.0,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC#C,Active,56.0,,,active agonist,active agonist,21.53563168,288.0640105,active antagonist,70.7659,-54.1207,SIGMA,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,SMKRKQBMYOFFMU-UHFFFAOYSA-N
124,144207489.0,2788.0,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,Active,56.0,,,active agonist,active agonist,23.37263527,314.241348,inactive,,0,SIGMA,OC1=C(I)C=C(Cl)C2=CC=CN=C12,QCDFBFJGMNKBDO-UHFFFAOYSA-N
125,144208203.0,638015.0,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C,Active,56.0,,,active agonist,active agonist,27.13949211,339.3612633,active antagonist,60.7578,-114.834,SIGMA,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,NCYCYZXNIZJOKI-OVSJKPMPSA-N
126,144209133.0,79878.0,CCN(CC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O,Active,56.0,,,active agonist,active agonist,27.389348,336.7880621,inactive,,0,Sensient,CCN(CC)C1=CC=C(C(=O)C2=CC=CC=C2C(=O)O)C(O)=C1,FQNKTJPBXAZUGC-UHFFFAOYSA-N
127,144209422.0,7070.0,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,Active,56.0,,,active agonist,active agonist,28.58831535,364.9734547,active antagonist,13.2066,-72.3711,SigmaAldrich,NC1=CC=C(C2=CC=C(N)C(Cl)=C2)C=C1Cl,HUWXDEQWWKGHRV-UHFFFAOYSA-N
128,144209104.0,11933.0,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl,Active,56.0,,,active agonist,active agonist,29.63434646,357.7527607,active antagonist,7.83846,-49.9247,SigmaAldrich,NC1=CC=C(C2=CC=C(N)C(Cl)=C2)C=C1Cl,HUWXDEQWWKGHRV-UHFFFAOYSA-N
129,144213317.0,24633.0,[Cl-].[Cl-].[Cd+2],Active,55.0,,,active agonist,active agonist,0.200874623,69.50778497,active antagonist,1.14158,-105.305,SIGMA,[Cd+2],WLZRMCYVCSSEQC-UHFFFAOYSA-N
130,144210727.0,16682828.0,CCCC[Sn](CCCC)(CCCC)OC(=O)C(=C)C,Active,55.0,,,active agonist,active agonist,0.294843625,71.52310979,active antagonist,0.385708,-96.0821,Sigma DiscoveryCPR,CCC[CH2][Sn+]([CH2]CCC)[CH2]CCC,LSKGFBJLYWXIOF-UHFFFAOYSA-N
131,144211088.0,11402127.0,[N+](=O)(O)[O-].[N+](=O)(O)[O-].[Cd],Active,55.0,,,active agonist,active agonist,0.357211206,75.3363693,active antagonist,4.00798,-111.599,LightBiologicals,[Cd],BDOSMKKIYDKNTQ-UHFFFAOYSA-N
132,144208795.0,13806.0,CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.[Cl-],Active,55.0,,,active agonist,active agonist,1.262279279,96.83692423,active antagonist,1.05437,-91.8988,SigmaAldrich,CCN=C1C=C2OC3=CC(NCC)=C(C)C=C3C(C3=CC=CC=C3C(=O)OCC)=C2C=C1C,IWWWBRIIGAXLCJ-UHFFFAOYSA-N
133,144213215.0,13806.0,CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.[Cl-],Active,55.0,,,active agonist,active agonist,1.267433188,97.388528,active antagonist,0.872648,-87.0399,Acros,CCN=C1C=C2OC3=CC(NCC)=C(C)C=C3C(C3=CC=CC=C3C(=O)OCC)=C2C=C1C,IWWWBRIIGAXLCJ-UHFFFAOYSA-N
134,170466395.0,135430323.0,CC1=CC(=O)C2=C(C3=C4C5=C2C1=C(C=C5C(C(=C4C(=O)C=C3O)O)(C)C)O)O,Active,55.0,,,active agonist,active agonist,1.635346279,98.69520434,active antagonist,0.651043,-57.9648,Vitas,CC1=CC(=O)C2=C3C1=C(O)C=C1C3=C3C(=C(O)C1(C)C)C(O)=CC(=O)C3=C2O,NNXWMWGIQHVLGW-UHFFFAOYSA-N
135,144207774.0,3015167.0,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],Active,55.0,,,active agonist,active agonist,1.921328903,108.9243304,active antagonist,1.9965,-94.462,Cytec,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,WFIYFFUAOQKJJS-UHFFFAOYSA-N
136,144209457.0,5284416.0,[Cl-].[Cl-].[Hg+2],Active,55.0,,,active agonist,active agonist,2.421282371,114.8798198,active antagonist,8.05435,-101.453,SIGMA,[Hg+2],BQPIGGFYSBELGY-UHFFFAOYSA-N
